InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
INV504147,SC28624,ZINC WILLIE WINKIE  CANDLE STICK,14,2022-05-29 17:53:52.726545,5.19,C1092,United Kingdom,72.66000000000001
INV504148,SC49194,VINTAGE UNION JACK MEMOBOARD,14,2023-12-25 21:30:12.602520,1.3,C1106,United Kingdom,18.2
INV504149,SC10389,COLOURING PENCILS BROWN TUBE,16,2022-05-04 12:24:55.019003,12.23,C1364,Spain,195.68
INV504150,SC77391,LARGE CHINESE STYLE BOWL,17,2022-04-12 08:25:49.749949,1.85,C1087,France,31.450000000000003
INV504151,SC23794,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2023-05-03 22:39:55.199039,1.06,C1300,United Kingdom,6.36
INV504152,SC68002,SET OF 3 CAKE TINS PANTRY DESIGN,7,2023-08-09 05:05:55.031006,2.58,C1107,France,18.060000000000002
INV504153,SC45531,ZINC WILLIE WINKIE  CANDLE STICK,1,2022-01-05 12:29:48.837767,4.38,C1045,Netherlands,4.38
INV504154,SC62815,FELT CHRISTMAS TREE WITH BAUBLES,15,2022-01-26 15:58:56.627325,0.76,C1076,Germany,11.4
INV504155,SC14986,PACK OF 72 RETROSPOT CAKE CASES,18,2023-03-09 05:42:12.746549,3.52,C1216,United Kingdom,63.36
INV504156,SC42298,RED RETROSPOT MINI CASES,13,2022-11-04 23:47:19.527905,6.36,C1168,United Kingdom,82.68
INV504157,SC11481,SET 12 COLOUR PENCILS DOLLY GIRL,2,2023-07-21 16:36:40.760152,1.41,C1301,Spain,2.82
INV504158,SC66408,BAG 250g SWIRLY MARBLES,19,2022-08-08 00:50:59.171834,4.04,C1128,Belgium,76.76
INV504159,SC79267,WHITE HANGING HEART T-LIGHT HOLDER,15,2022-12-04 14:16:06.433286,2.03,C1200,France,30.449999999999996
INV504160,SC26835,FANCY FONT HOME SWEET HOME DOORMAT,12,2023-01-21 13:44:07.969593,2.1,C1195,United Kingdom,25.200000000000003
INV504161,SC37798,LARGE CHINESE STYLE BOWL,15,2022-01-10 11:29:36.595319,1.49,C1347,Germany,22.35
INV504162,SC74887,FELT CHRISTMAS TREE WITH BAUBLES,18,2023-09-09 13:34:37.615523,3.44,C1267,Belgium,61.92
INV504163,SC29477,SET 12 COLOUR PENCILS DOLLY GIRL,14,2022-10-09 03:48:25.781156,1.84,C1087,United Kingdom,25.76
INV504164,SC27266,LUNCH BAG RED RETROSPOT,6,2022-03-27 03:56:29.717943,5.83,C1252,United Kingdom,34.980000000000004
INV504165,SC96328,BROCADE RING PURSE,12,2022-09-12 21:49:30.594118,10.38,C1237,Germany,124.56
INV504166,SC95988,VINTAGE UNION JACK MEMOBOARD,6,2022-11-18 09:46:46.401280,8.7,C1072,Belgium,52.199999999999996
INV504167,SC53526,NOTEBOOK A7 IVORY,9,2023-06-14 08:38:12.938587,1.03,C1418,United Kingdom,9.27
INV504168,SC21889,JUMBO BAG WOODLAND ANIMALS,4,2022-10-03 21:48:38.743748,0.54,C1357,Germany,2.16
INV504169,SC34335,HAND WARMER UNION JACK,17,2022-12-21 05:15:25.385077,2.23,C1354,France,37.91
INV504170,SC21254,MEDIUM CERAMIC TOP STORAGE JAR,2,2023-03-28 01:11:26.297259,4.42,C1160,Germany,8.84
INV504171,SC96610,CAT BOWL PINK,16,2022-05-22 21:24:09.649929,11.88,C1057,France,190.08
INV504172,SC21442,STRAWBERRY LUNCH BOX WITH CUTLERY,14,2023-08-10 19:35:51.070214,5.09,C1383,Germany,71.25999999999999
INV504173,SC56289,ALARM CLOCK BAKELIKE PINK,8,2023-01-21 06:44:08.689737,3.11,C1372,United Kingdom,24.88
INV504174,SC63747,HEART OF WICKER SMALL,14,2022-07-30 06:51:20.776155,0.58,C1290,United Kingdom,8.12
INV504175,SC47327,CHILDRENS CUTLERY DOLLY GIRL,2,2023-09-24 07:04:01.248249,5.74,C1429,Germany,11.48
INV504176,SC26199,STRAWBERRY LUNCH BOX WITH CUTLERY,16,2022-08-04 09:21:08.173634,1.08,C1339,United Kingdom,17.28
INV504177,SC82827,GINGERBREAD MAN COOKIE CUTTER,4,2022-04-23 06:55:22.744548,0.67,C1065,Germany,2.68
INV504178,SC10112,ASSORTED COLOUR BIRD ORNAMENT,1,2022-02-14 11:28:10.178035,6.2,C1427,France,6.2
INV504179,SC97051,REGENCY CAKESTAND 3 TIER,14,2022-01-01 03:29:59.639927,3.01,C1025,United Kingdom,42.14
INV504180,SC29581,PLASTERS IN TIN SKULL,8,2022-02-09 08:58:22.780556,0.91,C1297,Germany,7.28
INV504181,SC69722,JUMBO BAG WOODLAND ANIMALS,3,2023-10-21 13:32:53.914782,1.97,C1076,United Kingdom,5.91
INV504182,SC26523,REGENCY CAKESTAND 3 TIER,5,2023-04-14 16:40:42.728545,0.77,C1285,United Kingdom,3.85
INV504183,SC76960,CERAMIC STAR XMAS DECORATION,6,2022-05-06 20:24:49.257851,3.55,C1371,United Kingdom,21.299999999999997
INV504184,SC29552,ROUND SNACK BOXES SET OF 4 WOODLAND,8,2023-02-04 10:13:33.762752,1.5,C1415,Australia,12.0
INV504185,SC20808,PACK OF 6 BIRDY GIFT TAGS,6,2023-03-01 22:42:30.750150,6.53,C1035,United Kingdom,39.18
INV504186,SC82525,VINTAGE UNION JACK MEMOBOARD,6,2022-01-16 10:59:21.832366,1.83,C1018,Germany,10.98
INV504187,SC33620,BLUE POLKADOT MADELEINE GIFT BAG,4,2023-04-07 23:40:59.291858,2.55,C1277,United Kingdom,10.2
INV504188,SC10887,FANCY FONT HOME SWEET HOME DOORMAT,7,2023-11-09 05:32:07.825565,0.7,C1320,United Kingdom,4.8999999999999995
INV504189,SC41802,CAT BOWL PINK,19,2023-01-15 00:14:24.172834,1.47,C1312,United Kingdom,27.93
INV504190,SC95024,LARGE LETTER BOX KINGS ROAD,7,2022-11-22 22:16:35.239047,3.89,C1266,Spain,27.23
INV504191,SC91938,REGENCY CAKESTAND 3 TIER,3,2023-02-13 04:13:12.158431,4.5,C1281,United Kingdom,13.5
INV504192,SC96741,GIRLS ALPHABET IRON ON PATCHES,8,2022-08-09 08:20:55.931186,1.33,C1431,United Kingdom,10.64
INV504193,SC36049,VINTAGE UNION JACK MEMOBOARD,1,2022-01-03 14:59:53.518703,2.6,C1018,Netherlands,2.6
INV504194,SC87789,COLOURING PENCILS BROWN TUBE,1,2022-05-06 02:54:51.058211,5.6,C1338,United Kingdom,5.6
INV504195,SC94526,BAG 250g SWIRLY MARBLES,14,2022-07-26 11:51:30.138027,1.93,C1139,United Kingdom,27.02
INV504196,SC17846,MAGIC DRAWING SLATE,6,2023-03-19 03:41:48.261652,0.93,C1066,United Kingdom,5.58
INV504197,SC56220,FELT CHRISTMAS TREE WITH BAUBLES,10,2023-10-19 23:02:57.875575,2.2,C1311,United Kingdom,22.0
INV504198,SC56163,JUMBO BAG WOODLAND ANIMALS,14,2022-07-27 22:51:26.537307,3.25,C1017,Germany,45.5
INV504199,SC13765,SET 12 COLOUR PENCILS DOLLY GIRL,4,2023-01-05 02:14:48.657731,0.52,C1368,United Kingdom,2.08
INV504200,SC91486,HEART OF WICKER SMALL,6,2023-11-20 04:01:40.820164,1.79,C1260,United Kingdom,10.74
INV504201,SC55270,ZINC WILLIE WINKIE  CANDLE STICK,16,2023-11-24 20:01:29.297859,3.31,C1111,Switzerland,52.96
INV504202,SC85277,BROCADE RING PURSE,1,2023-12-11 04:00:48.969793,9.6,C1407,Portugal,9.6
INV504203,SC98278,LARGE CHINESE STYLE BOWL,6,2023-08-12 20:35:46.029205,2.08,C1461,Belgium,12.48
INV504204,SC32931,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,2023-08-23 19:05:19.023804,1.03,C1114,Switzerland,9.27
INV504205,SC99116,REGENCY CAKESTAND 3 TIER,15,2022-11-22 08:16:36.679335,2.79,C1165,Germany,41.85
INV504206,SC65633,PACK OF 12 LONDON TISSUES,12,2022-12-24 13:45:17.103420,1.51,C1066,France,18.12
INV504207,SC90702,STAINLESS STEEL KITCHEN COLANDER,3,2023-02-20 00:42:55.235047,1.23,C1254,Germany,3.69
INV504208,SC61913,HAND WARMER UNION JACK,11,2023-04-12 22:40:47.049409,3.18,C1069,Spain,34.980000000000004
INV504209,SC35991,LARGE CHINESE STYLE BOWL,15,2022-09-22 19:49:06.109221,7.93,C1459,Germany,118.94999999999999
INV504210,SC64845,LARGE LETTER BOX KINGS ROAD,3,2022-09-17 13:49:19.071814,5.91,C1307,United Kingdom,17.73
INV504211,SC65312,STAINLESS STEEL KITCHEN COLANDER,14,2023-08-22 08:05:22.624524,1.1,C1202,Spain,15.400000000000002
INV504212,SC20561,STRAWBERRY CERAMIC TRINKET BOX,2,2022-04-13 15:55:46.509301,4.86,C1126,Netherlands,9.72
INV504213,SC26901,RECYCLED ACAPULCO MAT,4,2022-07-15 13:21:57.143428,1.28,C1422,Belgium,5.12
INV504214,SC72875,RECYCLED ACAPULCO MAT,19,2023-05-20 20:39:13.430686,1.53,C1442,United Kingdom,29.07
INV504215,SC35917,LUNCH BAG RED RETROSPOT,12,2023-06-08 12:38:27.341468,8.08,C1409,United Kingdom,96.96000000000001
INV504216,SC72120,DOORMAT NEW ENGLAND,2,2022-06-19 00:23:02.676535,7.76,C1320,United Kingdom,15.52
INV504217,SC11988,SET OF 3 CAKE TINS PANTRY DESIGN,17,2023-11-06 14:32:14.306861,1.05,C1079,United Kingdom,17.85
INV504218,SC24256,STRAWBERRY CERAMIC TRINKET BOX,3,2023-06-27 18:37:39.811962,0.7,C1175,United Kingdom,2.0999999999999996
INV504219,SC97728,WHITE HANGING HEART T-LIGHT HOLDER,10,2023-05-17 08:39:22.072414,1.54,C1112,United Kingdom,15.4
INV504220,SC38230,CHILDRENS CUTLERY DOLLY GIRL,16,2023-06-04 03:38:38.143628,3.12,C1110,United Kingdom,49.92
INV504221,SC69778,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,2023-03-26 10:41:30.258051,6.78,C1308,United Kingdom,61.02
INV504222,SC55833,REGENCY CAKESTAND 3 TIER,11,2022-09-08 02:19:42.476495,0.88,C1136,France,9.68
INV504223,SC32625,VINTAGE UNION JACK MEMOBOARD,15,2022-11-24 02:16:32.358471,2.11,C1132,Switzerland,31.65
INV504224,SC42088,DOORMAT NEW ENGLAND,3,2022-09-14 15:49:26.273254,1.45,C1371,United Kingdom,4.35
INV504225,SC89650,HAND WARMER UNION JACK,16,2023-08-08 08:05:57.191438,0.55,C1327,Germany,8.8
INV504226,SC51167,LARGE LETTER BOX KINGS ROAD,12,2022-09-19 21:49:13.310662,5.16,C1188,United Kingdom,61.92
INV504227,SC81291,PLASTERS IN TIN VINTAGE PAISLEY,5,2023-01-26 02:13:56.807361,5.53,C1276,United Kingdom,27.650000000000002
INV504228,SC75303,ASSORTED COLOUR BIRD ORNAMENT,7,2023-04-17 21:40:34.806961,1.25,C1224,France,8.75
INV504229,SC86361,ROUND SNACK BOXES SET OF 4 WOODLAND,9,2022-01-07 06:29:44.516903,0.99,C1102,Netherlands,8.91
INV504230,SC98229,JUMBO STORAGE BAG SUKI,18,2022-03-13 03:57:04.284856,0.97,C1106,Belgium,17.46
INV504231,SC14117,DOORMAT NEW ENGLAND,8,2023-09-16 13:34:20.332066,2.37,C1062,United Kingdom,18.96
INV504232,SC70710,GINGERBREAD MAN COOKIE CUTTER,12,2023-04-05 01:41:06.493298,1.35,C1403,Switzerland,16.200000000000003
INV504233,SC77054,LARGE LETTER BOX KINGS ROAD,2,2023-11-20 18:01:39.379875,2.65,C1441,United Kingdom,5.3
INV504234,SC40949,LARGE LETTER BOX KINGS ROAD,10,2022-05-20 09:54:15.771154,1.96,C1244,United Kingdom,19.6
INV504235,SC32547,GINGERBREAD MAN COOKIE CUTTER,19,2022-11-05 06:47:18.807761,1.21,C1172,United Kingdom,22.99
INV504236,SC91882,ROUND SNACK BOXES SET OF 4 WOODLAND,9,2022-06-12 14:23:18.519703,4.67,C1405,Spain,42.03
INV504237,SC78136,DOORSTOP UNION JACK,8,2022-09-17 17:19:18.711742,0.99,C1332,United Kingdom,7.92
INV504238,SC74619,BLUE POLKADOT MADELEINE GIFT BAG,1,2023-02-17 02:43:02.436487,5.31,C1486,United Kingdom,5.31
INV504239,SC71842,SMALL HEART FLOWERS HOOK,6,2022-04-05 18:56:05.953190,2.97,C1330,Germany,17.82
INV504240,SC36990,NATURAL SLATE HEART CHALKBOARD,12,2022-10-01 13:48:44.504900,5.85,C1209,United Kingdom,70.19999999999999
INV504241,SC26193,BLUE POLKADOT MADELEINE GIFT BAG,19,2022-02-19 13:57:57.575515,0.51,C1190,United Kingdom,9.69
INV504242,SC40109,FELT CHRISTMAS TREE WITH BAUBLES,17,2023-03-07 04:42:17.787557,4.65,C1157,United Kingdom,79.05000000000001
INV504243,SC29233,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-05-08 04:09:44.756951,0.66,C1318,United Kingdom,1.32
INV504244,SC91730,PARTY BUNTING,11,2022-12-23 13:15:19.623924,9.49,C1224,France,104.39
INV504245,SC44510,IVORY KNITTED MUG COSY,18,2023-02-06 00:43:29.801960,4.14,C1171,Germany,74.52
INV504246,SC11306,JUMBO STORAGE BAG SUKI,11,2022-11-09 15:47:08.005601,1.66,C1322,United Kingdom,18.259999999999998
INV504247,SC13849,CAT BOWL PINK,18,2022-07-17 10:51:52.462492,1.66,C1441,United Kingdom,29.88
INV504248,SC22360,STRAWBERRY CERAMIC TRINKET BOX,8,2023-04-23 17:40:20.404080,6.43,C1448,Belgium,51.44
INV504249,SC55800,CHRISTMAS GINGHAM STAR,15,2022-03-07 07:57:18.687737,7.49,C1035,United Kingdom,112.35000000000001
INV504250,SC46963,GIRLS ALPHABET IRON ON PATCHES,9,2023-09-01 09:34:57.779555,7.17,C1133,France,64.53
INV504251,SC64330,FANCY FONT HOME SWEET HOME DOORMAT,15,2023-12-29 20:00:02.880576,5.46,C1036,United Kingdom,81.9
INV504252,SC61707,MEDIUM CERAMIC TOP STORAGE JAR,7,2023-11-09 05:32:07.825565,5.63,C1092,United Kingdom,39.41
INV504253,SC28689,PARTY BUNTING,13,2022-04-27 05:25:13.022604,3.05,C1074,USA,39.65
INV504254,SC39084,PACK OF 12 LONDON TISSUES,13,2023-05-25 19:39:01.188237,0.59,C1243,Germany,7.67
INV504255,SC50387,ALARM CLOCK BAKELIKE PINK,1,2023-12-18 00:30:32.046409,0.77,C1182,United Kingdom,0.77
INV504256,SC84816,CERAMIC STAR XMAS DECORATION,4,2022-11-15 04:46:54.322864,3.65,C1204,United Kingdom,14.6
INV504257,SC12642,STAINLESS STEEL KITCHEN COLANDER,4,2023-05-01 00:40:02.400480,2.04,C1458,United Kingdom,8.16
INV504258,SC52137,ROUND SNACK BOXES SET OF 4 WOODLAND,4,2022-04-05 01:26:07.753550,3.01,C1186,United Kingdom,12.04
INV504259,SC89832,LARGE CHINESE STYLE BOWL,13,2022-04-15 20:25:41.108221,1.29,C1165,USA,16.77
INV504260,SC65561,STAINLESS STEEL KITCHEN COLANDER,2,2022-08-10 22:50:51.970394,3.64,C1114,Portugal,7.28
INV504261,SC72260,BLUE POLKADOT MADELEINE GIFT BAG,15,2022-06-05 21:23:35.083016,1.33,C1408,United Kingdom,19.950000000000003
INV504262,SC25438,JUMBO STORAGE BAG SUKI,4,2023-11-23 16:01:32.178435,2.35,C1206,United Kingdom,9.4
INV504263,SC58442,ALARM CLOCK BAKELIKE PINK,6,2023-12-14 16:00:40.328065,2.45,C1244,Netherlands,14.700000000000001
,SC12994,BLUE POLKADOT MADELEINE GIFT BAG,3,2023-11-13 14:31:57.023404,1.09,C1332,United Kingdom,3.2700000000000005
INV504265,SC11813,NOTEBOOK A7 IVORY,7,2023-03-25 10:11:32.778555,6.77,C1489,Germany,47.39
INV504266,SC94381,PACK OF 6 BIRDY GIFT TAGS,6,2023-07-10 04:07:09.205841,2.74,C1160,France,16.44
,SC65276,SMALL HEART FLOWERS HOOK,3,2023-05-06 03:09:49.797959,6.55,C1012,France,19.65
INV504268,SC51243,FELT CHRISTMAS TREE WITH BAUBLES,4,2022-11-11 09:47:03.684736,1.41,C1293,France,5.64
INV504269,SC72912,HAND WARMER UNION JACK,10,2023-10-27 06:02:39.871974,1.07,C1441,France,10.700000000000001
INV504270,SC70272,PLASTERS IN TIN VINTAGE PAISLEY,9,2022-12-04 07:16:07.153430,0.55,C1471,USA,4.95
INV504271,SC52051,JUMBO BAG WOODLAND ANIMALS,6,2023-05-27 03:08:57.947589,0.8,C1403,United Kingdom,4.800000000000001
INV504272,SC88854,PACK OF 72 RETROSPOT CAKE CASES,11,2023-08-27 14:05:09.661932,0.98,C1235,Portugal,10.78
INV504273,SC92736,STRAWBERRY CERAMIC TRINKET BOX,7,2022-04-03 03:56:12.434486,0.75,C1272,United Kingdom,5.25
INV504274,SC75618,DOORSTOP UNION JACK,18,2022-11-17 16:16:48.201640,7.32,C1378,United Kingdom,131.76
INV504275,SC11920,GINGERBREAD MAN COOKIE CUTTER,4,2023-03-23 16:11:37.099419,7.77,C1113,United Kingdom,31.08
INV504276,SC87219,PLASTERS IN TIN SKULL,5,2023-03-01 08:42:32.190438,8.81,C1151,France,44.050000000000004
INV504277,SC86872,ZINC WILLIE WINKIE  CANDLE STICK,4,2022-04-01 16:56:16.035207,10.15,C1025,United Kingdom,40.6
INV504278,SC91132,BROCADE RING PURSE,4,2022-02-22 11:57:50.374074,2.53,C1167,Switzerland,10.12
INV504279,SC12093,JUMBO BAG RED RETROSPOT,13,2022-12-12 04:15:47.709541,2.77,C1031,France,36.01
INV504280,SC22905,STRAWBERRY CERAMIC TRINKET BOX,16,2022-01-31 11:28:44.744948,0.92,C1220,United Kingdom,14.72
INV504281,SC34351,CHRISTMAS GINGHAM STAR,14,2023-05-21 14:09:11.630326,0.94,C1205,France,13.16
INV504282,SC40981,STAINLESS STEEL KITCHEN COLANDER,11,2022-05-16 14:54:25.133026,4.95,C1420,Switzerland,54.45
INV504283,SC83903,STRAWBERRY LUNCH BOX WITH CUTLERY,2,2023-10-31 11:32:29.429885,6.31,C1341,France,12.62
INV504284,SC80821,MAGIC DRAWING SLATE,14,2023-07-30 00:06:20.236047,5.11,C1097,United Kingdom,71.54
INV504285,SC92289,BAG 250g SWIRLY MARBLES,7,2023-11-16 19:31:49.101820,5.9,C1090,Switzerland,41.300000000000004
INV504286,SC94021,HEART OF WICKER SMALL,11,2023-12-12 01:00:46.809361,1.47,C1475,Netherlands,16.169999999999998
INV504287,SC88513,CHRISTMAS GINGHAM STAR,4,2022-05-08 21:24:44.216843,2.38,C1376,United Kingdom,9.52
INV504288,SC29874,FELT CHRISTMAS TREE WITH BAUBLES,7,2023-12-01 06:01:13.454690,2.34,C1213,United Kingdom,16.38
INV504289,SC60931,HEART OF WICKER SMALL,16,2022-12-31 10:15:00.180036,16.57,C1187,United Kingdom,265.12
INV504290,SC17674,LARGE CHINESE STYLE BOWL,6,2023-01-03 22:14:51.538307,9.44,C1056,Switzerland,56.64
INV504291,SC60516,CHILDRENS CUTLERY DOLLY GIRL,6,2023-09-27 12:03:53.326665,3.24,C1106,United Kingdom,19.44
INV504292,SC70686,NOTEBOOK A7 IVORY,2,2022-02-27 00:27:39.211842,0.95,C1441,United Kingdom,1.9
INV504293,SC79212,JUMBO STORAGE BAG SUKI,8,2023-07-24 00:36:34.998999,1.4,C1194,Switzerland,11.2
INV504294,SC12426,COLOURING PENCILS BROWN TUBE,7,2022-12-05 11:16:04.272854,1.86,C1021,United Kingdom,13.020000000000001
INV504295,SC78498,HAND WARMER UNION JACK,14,2023-12-22 09:30:21.244248,6.7,C1185,USA,93.8
INV504296,SC39943,MEDIUM CERAMIC TOP STORAGE JAR,9,2023-08-04 13:06:06.553310,1.06,C1367,United Kingdom,9.540000000000001
INV504297,SC76395,VINTAGE UNION JACK MEMOBOARD,15,2022-01-21 02:59:10.310062,1.24,C1084,United Kingdom,18.6
INV504298,SC54816,SET 12 COLOUR PENCILS DOLLY GIRL,18,2022-01-15 20:59:23.272654,1.79,C1079,United Kingdom,32.22
INV504299,SC14138,PACK OF 6 BIRDY GIFT TAGS,12,2022-03-12 10:27:06.085217,8.35,C1328,Australia,100.19999999999999
INV504300,SC85945,NATURAL SLATE HEART CHALKBOARD,19,2023-09-22 20:04:04.848969,2.6,C1076,Netherlands,49.4
INV504301,SC14017,BAG 250g SWIRLY MARBLES,13,2023-08-17 23:05:33.426685,3.62,C1329,USA,47.06
INV504302,SC20451,GINGERBREAD MAN COOKIE CUTTER,7,2022-09-27 11:48:54.586917,1.97,C1382,France,13.79
INV504303,SC72956,STRAWBERRY CERAMIC TRINKET BOX,10,2022-10-02 17:48:41.624324,1.13,C1432,United Kingdom,11.299999999999999
INV504304,SC20278,RECYCLED ACAPULCO MAT,10,2023-04-13 09:10:45.969193,1.26,C1376,United Kingdom,12.6
INV504305,SC53764,PACK OF 72 RETROSPOT CAKE CASES,2,2022-11-12 03:17:01.884376,5.37,C1340,United Kingdom,10.74
INV504306,SC11134,CHRISTMAS GINGHAM STAR,14,2022-08-02 11:51:12.854570,7.22,C1176,Germany,101.08
INV504307,SC72943,COLOURING PENCILS BROWN TUBE,13,2022-04-04 18:26:08.473694,2.54,C1425,USA,33.02
INV504308,SC64318,PACK OF 6 BIRDY GIFT TAGS,6,2023-05-17 01:39:22.792558,1.82,C1423,United Kingdom,10.92
INV504309,SC70128,FANCY FONT HOME SWEET HOME DOORMAT,9,2023-10-26 23:02:40.592118,5.45,C1454,France,49.050000000000004
INV504310,SC98056,LUNCH BAG RED RETROSPOT,13,2022-03-30 22:56:20.356071,3.85,C1173,USA,50.050000000000004
INV504311,SC31869,STRAWBERRY CERAMIC TRINKET BOX,9,2023-09-20 08:34:10.970194,0.63,C1405,United Kingdom,5.67
INV504312,SC15039,MAGIC DRAWING SLATE,13,2022-08-14 00:20:44.408881,1.8,C1081,Switzerland,23.400000000000002
INV504313,SC31281,FANCY FONT HOME SWEET HOME DOORMAT,5,2023-06-01 02:08:45.705141,3.94,C1020,United Kingdom,19.7
INV504314,SC20442,GINGERBREAD MAN COOKIE CUTTER,14,2022-08-02 18:51:12.134426,3.06,C1178,Netherlands,42.84
INV504315,SC83788,CAT BOWL PINK,5,2022-05-14 13:54:30.174034,11.96,C1497,United Kingdom,59.800000000000004
INV504316,SC37586,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,2022-06-22 05:22:54.754950,6.53,C1397,United Kingdom,58.77
INV504317,SC63053,BLUE POLKADOT MADELEINE GIFT BAG,8,2022-11-09 22:47:07.285457,0.68,C1329,United Kingdom,5.44
INV504318,SC60489,ALARM CLOCK BAKELIKE PINK,7,2022-11-28 07:46:21.916383,4.38,C1224,USA,30.66
INV504319,SC93104,GIRLS ALPHABET IRON ON PATCHES,8,2022-05-05 02:24:53.578715,1.73,C1264,Belgium,13.84
INV504320,SC96346,SET 12 COLOUR PENCILS DOLLY GIRL,3,2023-10-24 11:32:46.713342,3.94,C1401,United Kingdom,11.82
INV504321,SC77087,ASSORTED COLOUR BIRD ORNAMENT,15,2022-04-15 20:25:41.108221,3.38,C1268,USA,50.699999999999996
INV504322,SC22625,PACK OF 72 RETROSPOT CAKE CASES,8,2023-11-14 11:31:54.862972,2.6,C1250,Germany,20.8
INV504323,SC44397,BLUE POLKADOT MADELEINE GIFT BAG,1,2022-10-21 16:47:54.814962,6.25,C1272,Switzerland,6.25
INV504324,SC68671,COLOURING PENCILS BROWN TUBE,7,2023-05-22 07:39:09.829965,4.2,C1381,United Kingdom,29.400000000000002
INV504325,SC76897,STRAWBERRY LUNCH BOX WITH CUTLERY,19,2023-06-16 02:38:08.617723,7.11,C1342,United Kingdom,135.09
INV504326,SC36149,CERAMIC STAR XMAS DECORATION,2,2023-07-19 08:36:46.521304,1.49,C1408,France,2.98
INV504327,SC70030,VINTAGE UNION JACK MEMOBOARD,14,2022-01-10 04:29:37.315463,1.78,C1437,United Kingdom,24.92
INV504328,SC79906,BROCADE RING PURSE,18,2023-12-11 04:00:48.969793,3.42,C1271,United Kingdom,61.56
INV504329,SC15283,BAG 250g SWIRLY MARBLES,15,2022-03-23 12:26:38.719743,10.69,C1279,United Kingdom,160.35
INV504330,SC17610,LARGE CHINESE STYLE BOWL,14,2022-09-10 17:19:35.995199,1.89,C1222,United Kingdom,26.459999999999997
INV504331,SC53326,REGENCY CAKESTAND 3 TIER,19,2022-04-08 13:25:59.111822,0.6,C1074,United Kingdom,11.4
INV504332,SC24924,BROCADE RING PURSE,19,2023-07-22 20:36:37.879575,2.27,C1150,USA,43.13
INV504333,SC86162,NOTEBOOK A7 IVORY,17,2022-08-13 20:50:44.768953,2.86,C1424,United Kingdom,48.62
INV504334,SC10869,JUMBO STORAGE BAG SUKI,19,2022-07-05 08:22:22.348469,5.34,C1358,United Kingdom,101.46
INV504335,SC11014,PACK OF 6 BIRDY GIFT TAGS,16,2022-12-19 04:15:30.426085,4.41,C1341,United Kingdom,70.56
INV504336,SC20103,REGENCY CAKESTAND 3 TIER,19,2023-02-12 00:13:15.039007,10.53,C1416,France,200.07
INV504337,SC92522,BAG 250g SWIRLY MARBLES,1,2023-11-19 07:01:42.980596,5.08,C1104,Netherlands,5.08
INV504338,SC43458,PACK OF 6 BIRDY GIFT TAGS,19,2023-03-22 08:41:40.340068,1.56,C1041,Netherlands,29.64
INV504339,SC92409,VINTAGE UNION JACK MEMOBOARD,7,2022-12-25 10:45:14.942988,3.58,C1175,United Kingdom,25.060000000000002
INV504340,SC33248,MEDIUM CERAMIC TOP STORAGE JAR,11,2023-03-23 23:11:36.379275,3.85,C1244,United Kingdom,42.35
INV504341,SC99160,NOTEBOOK A7 IVORY,5,2022-06-19 14:23:01.236247,19.17,C1252,Spain,95.85000000000001
INV504342,SC53516,LARGE LETTER BOX KINGS ROAD,17,2023-10-27 20:02:38.431686,0.95,C1273,Australia,16.15
INV504343,SC39061,STAINLESS STEEL KITCHEN COLANDER,11,2023-02-05 21:13:30.162032,1.14,C1446,Germany,12.54
INV504344,SC34170,STRAWBERRY LUNCH BOX WITH CUTLERY,8,2022-10-12 01:48:18.579715,1.01,C1333,United Kingdom,8.08
INV504345,SC18024,CHILDRENS CUTLERY DOLLY GIRL,10,2022-01-09 14:29:38.755751,3.17,C1091,United Kingdom,31.7
INV504346,SC92214,PACK OF 12 LONDON TISSUES,12,2023-03-29 08:41:23.056611,0.94,C1010,United Kingdom,11.28
INV504347,SC95947,BROCADE RING PURSE,10,2022-02-18 09:58:00.456091,3.7,C1151,Netherlands,37.0
INV504348,SC53803,PACK OF 12 LONDON TISSUES,13,2023-09-01 06:04:58.139627,5.39,C1188,United Kingdom,70.07
INV504349,SC29296,RED RETROSPOT MINI CASES,18,2022-01-28 13:28:51.946389,2.2,C1447,United Kingdom,39.6
INV504350,SC96664,VINTAGE UNION JACK MEMOBOARD,10,2023-06-04 03:38:38.143628,2.97,C1163,United Kingdom,29.700000000000003
INV504351,SC28257,GIRLS ALPHABET IRON ON PATCHES,19,2022-02-13 00:28:13.778755,7.82,C1125,United Kingdom,148.58
INV504352,SC22855,GIRLS ALPHABET IRON ON PATCHES,17,2023-01-07 13:44:42.536507,3.03,C1210,United Kingdom,51.51
INV504353,SC95178,STAINLESS STEEL KITCHEN COLANDER,16,2022-01-26 15:58:56.627325,1.2,C1460,United Kingdom,19.2
INV504354,SC30025,PLASTERS IN TIN VINTAGE PAISLEY,5,2022-04-27 12:25:12.302460,1.76,C1096,France,8.8
INV504355,SC14458,DOORSTOP UNION JACK,3,2022-04-28 09:25:10.142028,2.76,C1308,United Kingdom,8.28
